Generator,Architecture,Weight,Category,IsAdvanced,IsFake,Image_path,Num
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000043.jpg,44
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000044.jpg,45
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000045.jpg,46
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000046.jpg,47
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000047.jpg,48
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000048.jpg,49
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000049.jpg,50
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000050.jpg,51
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000051.jpg,52
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000052.jpg,53
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000053.jpg,54
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000054.jpg,55
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000055.jpg,56
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000056.jpg,57
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000057.jpg,58
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000058.jpg,59
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000059.jpg,60
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000060.jpg,61
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000061.jpg,62
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000062.jpg,63
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000063.jpg,64
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000064.jpg,65
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000065.jpg,66
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000066.jpg,67
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000067.jpg,68
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000068.jpg,69
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000069.jpg,70
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000070.jpg,71
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000071.jpg,72
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000072.jpg,73
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000073.jpg,74
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000074.jpg,75
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000075.jpg,76
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000076.jpg,77
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000077.jpg,78
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000078.jpg,79
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000079.jpg,80
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000080.jpg,81
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000081.jpg,82
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000082.jpg,83
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000083.jpg,84
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000084.jpg,85
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000085.jpg,86
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000086.jpg,87
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000087.jpg,88
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000088.jpg,89
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000089.jpg,90
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000090.jpg,91
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000091.jpg,92
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000092.jpg,93
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000093.jpg,94
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000094.jpg,95
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000095.jpg,96
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000096.jpg,97
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000097.jpg,98
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000098.jpg,99
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000099.jpg,100
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000100.jpg,101
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000101.jpg,102
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000102.jpg,103
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000103.jpg,104
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000104.jpg,105
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000105.jpg,106
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000106.jpg,107
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000107.jpg,108
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000108.jpg,109
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000109.jpg,110
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000110.jpg,111
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000111.jpg,112
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000112.jpg,113
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000113.jpg,114
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000114.jpg,115
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000115.jpg,116
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000116.jpg,117
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000117.jpg,118
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000118.jpg,119
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000119.jpg,120
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000120.jpg,121
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000121.jpg,122
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000122.jpg,123
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000123.jpg,124
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000124.jpg,125
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000125.jpg,126
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000126.jpg,127
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000127.jpg,128
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000128.jpg,129
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000129.jpg,130
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000130.jpg,131
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000131.jpg,132
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000132.jpg,133
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000133.jpg,134
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000134.jpg,135
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000135.jpg,136
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000136.jpg,137
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000137.jpg,138
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000138.jpg,139
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000139.jpg,140
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000140.jpg,141
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000141.jpg,142
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000142.jpg,143
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000143.jpg,144
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000144.jpg,145
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000145.jpg,146
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000146.jpg,147
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000147.jpg,148
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000148.jpg,149
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000149.jpg,150
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000150.jpg,151
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000151.jpg,152
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000152.jpg,153
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000153.jpg,154
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000154.jpg,155
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000155.jpg,156
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000156.jpg,157
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000157.jpg,158
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000158.jpg,159
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000159.jpg,160
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000160.jpg,161
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000161.jpg,162
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000162.jpg,163
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000163.jpg,164
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000164.jpg,165
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000165.jpg,166
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000166.jpg,167
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000167.jpg,168
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000168.jpg,169
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000169.jpg,170
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000170.jpg,171
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000171.jpg,172
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000172.jpg,173
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000173.jpg,174
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000174.jpg,175
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000175.jpg,176
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000176.jpg,177
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000177.jpg,178
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000178.jpg,179
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000179.jpg,180
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000180.jpg,181
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000181.jpg,182
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000182.jpg,183
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000183.jpg,184
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000184.jpg,185
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000185.jpg,186
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000186.jpg,187
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000187.jpg,188
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000188.jpg,189
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000189.jpg,190
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000190.jpg,191
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000191.jpg,192
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000192.jpg,193
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000193.jpg,194
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000194.jpg,195
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000195.jpg,196
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000196.jpg,197
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000197.jpg,198
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000198.jpg,199
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000199.jpg,200
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000200.jpg,201
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000201.jpg,202
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000202.jpg,203
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000203.jpg,204
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000204.jpg,205
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000205.jpg,206
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000206.jpg,207
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000207.jpg,208
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000208.jpg,209
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000209.jpg,210
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000210.jpg,211
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000211.jpg,212
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000212.jpg,213
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000213.jpg,214
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000214.jpg,215
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000215.jpg,216
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000216.jpg,217
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000217.jpg,218
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000218.jpg,219
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000219.jpg,220
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000220.jpg,221
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000221.jpg,222
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000222.jpg,223
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000223.jpg,224
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000224.jpg,225
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000225.jpg,226
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000226.jpg,227
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000227.jpg,228
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000228.jpg,229
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000229.jpg,230
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000230.jpg,231
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000231.jpg,232
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000232.jpg,233
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000233.jpg,234
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000234.jpg,235
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000235.jpg,236
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000236.jpg,237
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000237.jpg,238
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000238.jpg,239
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000239.jpg,240
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000240.jpg,241
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000241.jpg,242
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000242.jpg,243
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000243.jpg,244
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000244.jpg,245
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000245.jpg,246
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000246.jpg,247
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000247.jpg,248
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000248.jpg,249
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000249.jpg,250
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000250.jpg,251
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000251.jpg,252
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000252.jpg,253
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000253.jpg,254
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000254.jpg,255
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000255.jpg,256
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000256.jpg,257
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000257.jpg,258
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000258.jpg,259
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000259.jpg,260
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000260.jpg,261
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000261.jpg,262
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000262.jpg,263
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000263.jpg,264
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000264.jpg,265
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000265.jpg,266
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000266.jpg,267
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000267.jpg,268
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000268.jpg,269
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000269.jpg,270
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000270.jpg,271
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000271.jpg,272
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000272.jpg,273
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000273.jpg,274
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000274.jpg,275
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000275.jpg,276
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000276.jpg,277
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000277.jpg,278
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000278.jpg,279
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000279.jpg,280
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000280.jpg,281
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000281.jpg,282
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000282.jpg,283
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000283.jpg,284
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000284.jpg,285
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000285.jpg,286
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000286.jpg,287
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000287.jpg,288
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000288.jpg,289
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000289.jpg,290
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000290.jpg,291
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000291.jpg,292
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000292.jpg,293
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000293.jpg,294
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000294.jpg,295
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000295.jpg,296
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000296.jpg,297
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000297.jpg,298
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000298.jpg,299
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000299.jpg,300
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000300.jpg,301
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000301.jpg,302
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000302.jpg,303
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000303.jpg,304
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000304.jpg,305
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000305.jpg,306
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000306.jpg,307
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000307.jpg,308
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000308.jpg,309
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000309.jpg,310
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000310.jpg,311
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000311.jpg,312
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000312.jpg,313
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000313.jpg,314
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000314.jpg,315
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000315.jpg,316
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000316.jpg,317
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000317.jpg,318
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000318.jpg,319
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000319.jpg,320
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000320.jpg,321
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000321.jpg,322
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000322.jpg,323
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000323.jpg,324
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000324.jpg,325
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000325.jpg,326
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000326.jpg,327
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000327.jpg,328
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000328.jpg,329
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000329.jpg,330
Real,coco,coco,coco,0,0,./Real/coco/coco2017/test2017/img000330.jpg,331
